10013,Eberhardt,Terkki,1963-06-07,1985-10-20,9999-01-01,Senior Staff
10068,Charlene,Brattka,1962-11-26,1987-08-07,9999-01-01,Senior Staff
10111,Hugo,Rosis,1963-08-29,1988-12-19,9999-01-01,Engineer
10133,Giri,Isaak,1963-12-12,1985-12-15,9999-01-01,Engineer
10147,Kazuhito,Encarnacion,1964-10-13,1987-12-18,9999-01-01,Senior Staff
10168,Dharmaraja,Stassinopoulos,1964-09-11,1986-12-06,9999-01-01,Senior Staff
10181,Sibyl,Nooteboom,1963-01-22,1988-06-22,9999-01-01,Senior Engineer
10190,Arve,Fairtlough,1964-12-11,1986-06-23,9999-01-01,Engineer
10214,Tadahiko,Ciolek,1962-04-14,1988-02-29,9999-01-01,Senior Staff
10222,Tze,Nourani,1962-09-21,1986-06-08,9999-01-01,Assistant Engineer
10242,Lunjin,Ozeri,1964-02-22,1988-01-18,9999-01-01,Engineer
10271,Sham,Eastman,1962-04-24,1986-05-23,9999-01-01,Engineer
10273,Baocai,Lieblein,1962-08-29,1985-11-06,9999-01-01,Senior Staff
10277,Isaac,Schwartzbauer,1964-08-15,1985-06-16,9999-01-01,Senior Staff
10291,Dipayan,Seghrouchni,1965-01-23,1987-03-30,9999-01-01,Senior Staff
10301,Lucien,Staudhammer,1962-08-26,1988-05-23,9999-01-01,Senior Staff
10436,Yahiko,Lammel,1963-06-17,1988-01-30,9999-01-01,Senior Staff
10474,Kenton,Garnham,1962-02-24,1987-02-21,9999-01-01,Engineer
10476,Kokou,Iisaka,1965-01-01,1987-09-20,9999-01-01,Senior Staff
10501,Susuma,Larfeldt,1962-09-09,1988-09-08,9999-01-01,Engineer
10526,Kwangho,Theuretzbacher,1963-12-31,1988-02-27,9999-01-01,Engineer
10536,Yechiam,Sambasivam,1964-10-29,1988-10-07,9999-01-01,Senior Staff
10551,Jeong,Rijsenbrij,1963-10-07,1988-08-06,9999-01-01,Engineer
10569,Sreenivas,Bashian,1962-12-03,1987-03-13,9999-01-01,Senior Staff
10571,Fun,Varman,1963-12-10,1985-02-24,9999-01-01,Assistant Engineer
10590,Yongqiao,Kalloufi,1963-10-01,1986-04-09,9999-01-01,Senior Staff
10606,Toshiki,Marakhovsky,1964-03-04,1987-05-02,9999-01-01,Engineer
10648,Marlo,Ratnaker,1962-01-19,1988-02-16,9999-01-01,Engineer
10656,Sanjay,Litzkow,1962-06-18,1988-06-21,9999-01-01,Engineer
10670,Shunichi,McAffer,1962-04-23,1988-03-23,9999-01-01,Senior Staff
10686,Avishai,Azadmanesh,1963-05-25,1987-05-17,9999-01-01,Senior Engineer
10688,Xiaopeng,Lanphier,1964-02-28,1986-04-13,9999-01-01,Senior Staff
10699,Hatim,Deverell,1964-02-02,1985-11-17,9999-01-01,Engineer
10716,Aiman,Constantine,1963-10-08,1987-08-12,9999-01-01,Engineer
10735,Morrie,Gewali,1964-09-12,1985-10-29,9999-01-01,Senior Staff
10763,Giap,Bolsens,1962-04-15,1987-02-23,9999-01-01,Engineer
10809,Shim,Feldhoffer,1962-01-06,1988-02-25,9999-01-01,Engineer
10832,Hidde,Bergere,1964-08-29,1986-10-11,9999-01-01,Senior Staff
10863,Byong,Bhattacharjee,1962-08-05,1985-12-25,9999-01-01,Engineer
10877,Subir,Biron,1964-09-11,1986-06-06,9999-01-01,Senior Staff
10907,JiYoung,Luks,1963-09-26,1988-12-25,9999-01-01,Senior Staff
10978,Huiqun,Bellone,1962-09-24,1985-05-18,9999-01-01,Engineer
11010,Jaques,Narwekar,1963-03-20,1986-12-18,9999-01-01,Senior Staff
11036,Muzhong,Greenaway,1962-09-04,1988-10-24,9999-01-01,Senior Staff
11058,Shigeaki,Cyre,1962-04-24,1985-06-07,9999-01-01,Senior Staff
11059,Shawna,Jarecki,1962-05-26,1986-11-17,9999-01-01,Engineer
11109,Chinho,Stamatiou,1964-11-05,1985-03-29,9999-01-01,Senior Staff
11149,Domenico,Imataki,1964-06-28,1987-08-26,9999-01-01,Senior Staff
11198,Leif,Gini,1963-05-12,1988-02-07,9999-01-01,Senior Staff
11261,Claudi,Demri,1963-09-05,1987-12-06,9999-01-01,Engineer
11264,Uma,Oehlmann,1964-03-15,1986-10-09,9999-01-01,Engineer
11283,Shmuel,Codenie,1964-02-25,1987-06-30,9999-01-01,Senior Staff
11286,Joydip,Gini,1964-12-04,1988-02-16,9999-01-01,Senior Staff
11287,Sreenivas,Farrag,1963-08-16,1987-08-12,9999-01-01,Senior Staff
11313,Paraskevi,Kusalik,1962-06-21,1986-02-28,9999-01-01,Senior Staff
11318,Gopalakrishnan,Unno,1964-09-09,1986-01-25,9999-01-01,Senior Staff
11362,Tooru,Hockney,1963-11-24,1987-10-29,9999-01-01,Engineer
11363,Jenwei,Milicia,1962-04-27,1986-03-16,9999-01-01,Senior Staff
11394,Masadi,Uhrik,1964-01-02,1988-12-20,9999-01-01,Senior Staff
11435,Utpal,Lichtman,1962-05-29,1986-10-15,9999-01-01,Senior Staff
11486,Itzchak,Ramaiah,1963-03-05,1985-05-31,9999-01-01,Senior Staff
11488,Houman,Veldwijk,1962-11-18,1987-08-25,9999-01-01,Engineer
11512,Nidapan,Hagimont,1962-09-24,1987-09-01,9999-01-01,Engineer
11545,Bartek,Lieblein,1962-08-01,1986-09-19,9999-01-01,Senior Engineer
11546,Duro,Vuskovic,1964-12-22,1987-06-30,9999-01-01,Senior Staff
11551,Subhrajyoti,Gonthier,1962-08-28,1986-05-09,9999-01-01,Senior Engineer
11565,Yoshinari,Sankaranarayanan,1963-09-02,1988-02-03,9999-01-01,Engineer
11610,Eirik,Sidhu,1962-07-17,1985-10-18,9999-01-01,Engineer
11639,Khatoun,Herath,1964-05-02,1987-02-18,9999-01-01,Engineer
11670,Evgueni,Kroon,1964-09-25,1985-05-17,9999-01-01,Senior Staff
11682,Dante,Zumaque,1963-03-13,1986-11-27,9999-01-01,Senior Staff
11757,Jackson,Meriste,1964-05-22,1987-04-07,9999-01-01,Senior Engineer
11766,Nimmagadda,Berztiss,1964-10-10,1987-10-27,9999-01-01,Engineer
11775,Sajjad,Xiaoshan,1963-06-16,1988-11-15,9999-01-01,Engineer
11798,Kwan,Quaggetto,1964-08-14,1987-12-10,9999-01-01,Senior Staff
11808,Morrie,Rosiles,1962-09-03,1986-05-17,9999-01-01,Engineer
11826,Carrsten,Rotem,1964-02-20,1988-07-06,9999-01-01,Engineer
11840,Jayson,Hofman,1962-07-27,1986-12-21,9999-01-01,Senior Staff
11863,Stella,Peng,1962-07-03,1988-12-16,9999-01-01,Engineer
11990,Chanjung,Matheson,1964-11-24,1988-09-05,9999-01-01,Engineer
12014,Apostol,Lunt,1962-04-30,1988-10-11,9999-01-01,Engineer
12019,Mads,Ossenbruggen,1962-09-05,1986-02-17,9999-01-01,Senior Staff
12031,Achilleas,Vendrig,1962-01-11,1987-02-10,9999-01-01,Senior Engineer
12039,Kazuhide,Junet,1964-12-03,1988-04-04,9999-01-01,Senior Staff
12056,Nirmal,Genther,1962-09-27,1988-06-02,9999-01-01,Senior Engineer
12064,Heping,Silva,1962-01-22,1986-03-14,9999-01-01,Assistant Engineer
12065,Moto,Roohalamini,1964-04-10,1987-06-18,9999-01-01,Engineer
12066,Junichi,Deville,1963-06-01,1985-09-20,9999-01-01,Senior Staff
12085,Hugh,Rouquie,1964-04-01,1986-07-03,9999-01-01,Senior Staff
12199,Huan,Poupard,1962-11-04,1985-06-22,9999-01-01,Senior Staff
12302,Matt,Plessier,1962-02-14,1987-01-28,9999-01-01,Senior Staff
12307,Sarita,Schlumberger,1964-09-15,1985-02-23,9999-01-01,Engineer
12404,Manu,Kulisch,1964-11-16,1985-12-14,9999-01-01,Engineer
12410,Masanao,Besselaar,1963-08-15,1988-04-28,9999-01-01,Technique Leader
12444,Monique,Reinhard,1962-11-29,1987-08-16,9999-01-01,Senior Staff
12446,Xiaoqiang,Keustermans,1964-01-05,1987-11-06,9999-01-01,Senior Staff
12472,Leah,Madeira,1962-07-19,1985-12-10,9999-01-01,Engineer
12481,Ipke,Uludag,1963-07-09,1985-05-11,9999-01-01,Assistant Engineer
12546,Luisa,Shobatake,1964-03-10,1988-06-05,9999-01-01,Senior Staff
12578,Tamiya,Perin,1964-01-22,1986-07-28,9999-01-01,Senior Staff
12649,Odinaldo,Luon,1962-08-22,1985-10-05,9999-01-01,Senior Staff
12669,Caolyn,Roisin,1962-02-09,1987-05-30,9999-01-01,Senior Staff
12675,Dekang,Krohm,1963-04-22,1987-11-20,9999-01-01,Senior Staff
12711,Yechiam,Jiafu,1964-08-12,1986-11-21,9999-01-01,Senior Staff
12738,Luigi,Hammerschmidt,1962-09-10,1985-09-23,9999-01-01,Engineer
12771,Erez,Luks,1964-02-06,1988-06-02,9999-01-01,Senior Staff
12780,Premal,Puppo,1963-01-24,1987-10-21,9999-01-01,Technique Leader
12783,Mahendra,Ginneken,1962-02-02,1985-11-13,9999-01-01,Engineer
12804,Marlo,Rosti,1962-03-20,1987-02-15,9999-01-01,Senior Staff
12817,Bokyung,Rosti,1962-06-17,1985-12-24,9999-01-01,Engineer
12823,Pranav,Lanteri,1962-08-15,1985-05-11,9999-01-01,Senior Engineer
12832,Mabo,Cusworth,1962-10-24,1988-04-25,9999-01-01,Senior Staff
12833,Jaideep,Tibblin,1962-02-01,1987-06-04,9999-01-01,Senior Engineer
12838,Danel,Avouris,1962-12-18,1986-09-24,9999-01-01,Senior Staff
12884,Paddy,Zyda,1964-09-28,1988-11-09,9999-01-01,Assistant Engineer
12896,Mircea,Delgrande,1963-10-12,1986-10-29,9999-01-01,Senior Engineer
12943,Kazuhide,Zucker,1963-01-21,1988-12-15,9999-01-01,Senior Staff
12954,Dinkar,Walston,1964-11-10,1986-05-08,9999-01-01,Senior Staff
12963,Kyoichi,Azevdeo,1962-11-22,1987-06-09,9999-01-01,Senior Staff
12980,Jayson,Delgrange,1962-10-09,1988-02-05,9999-01-01,Engineer
12990,Kristina,Benaini,1964-06-08,1985-07-12,9999-01-01,Engineer
12993,Subhash,Sessa,1962-01-27,1986-08-25,9999-01-01,Senior Staff
13014,Gianluca,Budinsky,1962-06-01,1986-01-21,9999-01-01,Engineer
13018,Toshimi,Moehrke,1964-03-14,1987-05-10,9999-01-01,Senior Staff
13020,Shigeichiro,Suppi,1962-06-26,1987-07-06,9999-01-01,Senior Staff
13028,Mayumi,Siksek,1963-08-21,1985-10-28,9999-01-01,Senior Staff
13032,Mohit,Standera,1962-12-12,1987-06-10,9999-01-01,Senior Staff
13039,Alain,Akazan,1963-08-27,1985-10-29,9999-01-01,Engineer
13116,Constantino,Sury,1963-01-29,1987-10-25,9999-01-01,Senior Staff
13154,Shan,Soicher,1963-06-19,1988-07-29,9999-01-01,Senior Staff
13163,Matt,Heping,1963-12-11,1987-03-31,9999-01-01,Engineer
13190,Stepehn,Kowalchuk,1962-11-08,1986-07-17,9999-01-01,Senior Staff
13195,Toshiki,Baak,1964-06-29,1986-03-02,9999-01-01,Engineer
13219,Wojceich,Constantine,1964-11-10,1988-06-22,9999-01-01,Technique Leader
13257,Francoise,Poehlman,1963-06-13,1986-07-12,9999-01-01,Senior Staff
13280,Gunilla,Cappelletti,1963-05-31,1985-03-30,9999-01-01,Senior Staff
13289,Berni,Baer,1962-08-12,1987-09-24,9999-01-01,Senior Staff
13338,Tonny,Gecsel,1963-08-19,1985-08-16,9999-01-01,Engineer
13367,Xumin,Swiler,1962-07-14,1987-08-30,9999-01-01,Senior Staff
13397,Nimmagadda,Wilfing,1964-05-13,1987-06-25,9999-01-01,Senior Staff
13459,Eric,Lupu,1962-04-29,1988-05-20,9999-01-01,Senior Staff
13487,Geoffrey,Claffy,1962-08-30,1987-03-08,9999-01-01,Senior Staff
13494,Domenico,Baca,1964-04-07,1985-10-07,9999-01-01,Engineer
13555,Lijia,Matteis,1964-08-20,1988-11-07,9999-01-01,Senior Staff
13558,Raimond,Molberg,1964-10-13,1987-06-10,9999-01-01,Senior Staff
13561,Fai,Thebaut,1962-04-30,1985-07-05,9999-01-01,Senior Engineer
13563,Valter,Pashtan,1963-03-11,1987-04-17,9999-01-01,Engineer
13570,Kiyomitsu,Perez,1963-06-05,1986-03-15,9999-01-01,Senior Staff
13572,Honglan,Beutelspacher,1964-03-13,1986-09-15,9999-01-01,Senior Staff
13579,Basem,Passino,1963-10-13,1987-03-12,9999-01-01,Assistant Engineer
13590,Sashi,Showalter,1963-02-04,1986-03-14,9999-01-01,Engineer
13615,Sugwoo,Marrevee,1962-07-12,1986-07-14,9999-01-01,Senior Staff
13712,Olivera,Docker,1963-04-08,1987-12-06,9999-01-01,Senior Staff
13718,Lein,Gronowski,1963-03-15,1986-11-22,9999-01-01,Senior Staff
13728,Insup,Swab,1964-05-23,1986-01-03,9999-01-01,Engineer
13729,Shahab,Farrel,1964-07-30,1988-10-12,9999-01-01,Engineer
13757,Soenke,Demir,1963-07-13,1986-02-22,9999-01-01,Engineer
13808,Becky,Stentiford,1963-03-17,1986-03-08,9999-01-01,Senior Staff
13860,Wojceich,Papastamatiou,1964-09-18,1988-07-27,9999-01-01,Senior Staff
13890,Marin,Antonisse,1963-05-01,1985-11-30,9999-01-01,Senior Staff
13908,Nechama,Koprowski,1964-12-21,1987-11-26,9999-01-01,Senior Engineer
13912,Niclas,Blokdijk,1963-02-20,1988-12-07,9999-01-01,Assistant Engineer
13961,Munir,Hempstead,1964-06-22,1988-10-01,9999-01-01,Senior Engineer
14036,Bogdan,Schaad,1962-03-20,1987-10-07,9999-01-01,Senior Staff
14044,Muneo,Peltason,1963-05-09,1988-04-04,9999-01-01,Senior Engineer
14057,Boriana,Beidas,1962-05-16,1985-03-24,9999-01-01,Engineer
14073,Fumino,Rajcani,1962-11-09,1985-07-29,9999-01-01,Senior Staff
14095,Tonia,Underwood,1964-08-04,1988-12-03,9999-01-01,Senior Staff
14115,Francesca,Mayerwieser,1963-07-31,1987-10-28,9999-01-01,Senior Staff
14120,Horward,Rabejac,1963-06-18,1985-08-11,9999-01-01,Engineer
14138,Zhigen,Peternell,1963-10-19,1987-09-17,9999-01-01,Engineer
14185,Garnik,Swiler,1964-11-06,1988-08-01,9999-01-01,Senior Staff
14222,Shaleah,Luders,1963-03-10,1988-05-24,9999-01-01,Senior Staff
14334,Pradeep,Waleschkowski,1964-12-15,1988-07-06,9999-01-01,Engineer
14338,Behnaam,Pelz,1963-09-23,1985-11-29,9999-01-01,Engineer
14356,Remko,Zeidenstein,1964-04-15,1985-06-04,9999-01-01,Senior Engineer
14362,Michaela,Kleiser,1963-10-28,1986-09-30,9999-01-01,Senior Staff
14374,Berthier,Tomescu,1962-12-28,1986-03-20,9999-01-01,Engineer
14391,Haldon,Pesch,1963-01-08,1988-08-18,9999-01-01,Senior Staff
14402,Mooi,Peac,1963-10-02,1988-11-03,9999-01-01,Technique Leader
14409,Uta,Pettis,1963-05-08,1988-12-27,9999-01-01,Senior Staff
14419,Ennio,Katiyar,1962-10-01,1987-02-16,9999-01-01,Assistant Engineer
14443,Kinh,Barriga,1962-01-03,1985-10-28,9999-01-01,Senior Staff
14449,Isaac,Muntz,1963-09-21,1988-08-11,9999-01-01,Engineer
14487,Jungsoon,Molenkamp,1963-08-20,1987-02-09,9999-01-01,Senior Staff
14531,Armond,Ruther,1963-04-21,1985-06-02,9999-01-01,Engineer
14671,Elliott,Perri,1964-02-23,1987-08-05,9999-01-01,Engineer
14709,Gennady,Gente,1963-11-16,1987-06-25,9999-01-01,Engineer
14762,Kayoko,Bolotov,1962-12-19,1986-08-15,9999-01-01,Senior Staff
14783,Gennadi,Fasbender,1964-07-26,1987-08-26,9999-01-01,Senior Staff
14786,Duke,Hainaut,1962-02-17,1988-06-03,9999-01-01,Senior Staff
14813,Naftali,Alpin,1964-08-16,1985-10-21,9999-01-01,Senior Staff
14849,Aluzio,Ashish,1963-04-03,1986-04-16,9999-01-01,Senior Staff
14891,Lalit,Smeets,1963-08-11,1988-06-27,9999-01-01,Senior Staff
14893,Jacqueline,Bael,1964-04-18,1988-05-23,9999-01-01,Engineer
14907,Nakhoon,Luga,1965-01-14,1986-12-18,9999-01-01,Senior Staff
14929,Mads,Hanratty,1963-08-19,1988-09-17,9999-01-01,Senior Staff
14932,JiYoung,Meszaros,1963-03-17,1987-07-24,9999-01-01,Senior Engineer
14938,King,Mitina,1964-01-03,1986-04-30,9999-01-01,Senior Staff
14953,Chinya,Wallrath,1964-02-17,1986-08-25,9999-01-01,Engineer
14969,Hongzue,Himler,1964-01-23,1986-01-03,9999-01-01,Senior Staff
14984,Sangeeta,Parhami,1963-02-17,1986-11-20,9999-01-01,Assistant Engineer
14996,Jianhao,Schahn,1962-12-14,1985-02-12,9999-01-01,Engineer
15001,Brewster,Kawashimo,1964-06-19,1985-02-02,9999-01-01,Engineer
15017,Xiaobin,Thorelli,1963-03-22,1987-07-31,9999-01-01,Senior Engineer
15026,Geoffrey,Manderick,1963-12-12,1985-03-24,9999-01-01,Senior Engineer
